Type,Interactions,Allergies,Review,Use,Drug,Indication,AvoidUse,Sides,Condition
 rxotc,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.", ,51  User Reviews        ,"This  medication  is used to treat  scabies , a condition caused by tiny insects called mites that infest and irritate your  skin .  Permethrin  belongs to a class of drugs known as  pyrethrins . Permethrin works by paralyzing and killing the mites and their eggs.",permethrin topical, label,Bronchospasm,"Skin irritation, including itching, swelling, and redness, may occur with scabies and temporarily worsen after treatment with permethrin. Mild burning or stinging may also occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Scabies
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.",AMINOGLYCOSIDES  CORTICOSTEROIDS (GLUCOCORTICOIDS),1  User Reviews        ,"This  medication  is used to treat conditions involving swelling ( inflammation ) of the  eyes  and to treat or prevent bacterial  eye  infections. This product contains  gentamicin , an antibiotic that works by stopping the growth of bacteria. It also contains  prednisolone , an anti-inflammatory corticosteroid that works by reducing swelling.",gentamicin-prednisolone ophthalmic, label,"Increased Pressure in the Eye, Wide-Angle Glaucoma, Cornea of Eye Infection from Vaccinia Virus, Fungal Infection of the Eye, Amebic Infection of the Eye, Severe Nearsightedness, Krukenberg Spindle in Eye, herpes zoster ophthalmicus, herpes simplex dendritic keratitis, Tuberculosis of the Eye, Diabetes","Stinging/burning of the eyes for 1 to 2 minutes may occur when this medication is applied. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",OXYBENZONE(BENZOPHENONE 3)  FIBRATE ANTI-LIPIDEMICS,14  User Reviews        ,"Fenofibrate  is used along with a proper diet to help lower ""bad""  cholesterol  and fats (such as  LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood . It works by increasing the natural substance (enzyme) that breaks down fats in the  blood . Fenofibrate belongs to a group of drugs known as ""fibrates."" Lowering  triglycerides  in people with very high  triglyceride  blood levels may decrease the risk of  pancreas  disease ( pancreatitis ). However, fenofibrate might not lower your risk of a  heart attack  or  stroke . Talk to your doctor about the risks and benefits of fenofibrate.",Lipofen oral, label,"Muscle Problems, Obstruction of a Blood Vessel by a Blood Clot, Liver Problems, Disease of the Gallbladder, Acute Inflammation of the Pancreas, End-Stage Renal Disease, Severe Renal Impairment, Mild to Moderate Kidney Impairment, Serious Muscle Damage that may Lead to Kidney Failure, Muscle Inflammation, Abnormal Liver Function Tests, A Mother who is Producing Milk and Breastfeeding, Rare Progressive Liver Disease - Primary Biliary Cirrhosis, Anemia, Decreased Blood Platelets, Deficiency of Granulocytes a Type of White Blood Cell, Decreased White Blood Cells",Remember that your doctor has prescribed this medication because he or she has judged that the benefit to you is greater than the risk of side effects. Many people using this medication do not have serious side effects.,High cholesterol (Hypercholesterolemia)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",OXYBENZONE(BENZOPHENONE 3)  FIBRATE ANTI-LIPIDEMICS,15  User Reviews        ,"Fenofibrate  is used along with a proper diet to help lower ""bad""  cholesterol  and fats (such as  LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood . It works by increasing the natural substance (enzyme) that breaks down fats in the  blood . Fenofibrate belongs to a group of drugs known as ""fibrates."" Lowering  triglycerides  in people with very high  triglyceride  blood levels may decrease the risk of  pancreas  disease ( pancreatitis ). However, fenofibrate might not lower your risk of a  heart attack  or  stroke . Talk to your doctor about the risks and benefits of fenofibrate.",Fenoglide oral, label,"Muscle Problems, Obstruction of a Blood Vessel by a Blood Clot, Liver Problems, Disease of the Gallbladder, Acute Inflammation of the Pancreas, End-Stage Renal Disease, Severe Renal Impairment, Mild to Moderate Kidney Impairment, Serious Muscle Damage that may Lead to Kidney Failure, Muscle Inflammation, Abnormal Liver Function Tests, A Mother who is Producing Milk and Breastfeeding, Rare Progressive Liver Disease - Primary Biliary Cirrhosis, Anemia, Decreased Blood Platelets, Deficiency of Granulocytes a Type of White Blood Cell, Decreased White Blood Cells",Remember that your doctor has prescribed this medication because he or she has judged that the benefit to you is greater than the risk of side effects. Many people using this medication do not have serious side effects.,High cholesterol (Hypercholesterolemia)
 rx,"This drug should not be used with the following medications because very serious interactions may occur:  gentamicin , certain local anesthetics (e.g., tetracaine), preparations that contain silver.",CORTICOSTEROIDS (GLUCOCORTICOIDS)  SULFA (SULFONAMIDE ANTIBIOTICS),3  User Reviews        ,This  medication  is used to prevent or treat  eye  infections and to treat swelling in the  eye . This product contains an antibiotic (sulfacetamide) that stops the growth of bacteria and a corticosteroid ( prednisolone ) that reduces  inflammation .,Blephamide S.O.P. ophthalmic, label,"Increased Pressure in the Eye, Wide-Angle Glaucoma, Cornea of Eye Infection from Vaccinia Virus, Fungal Infection of the Eye, Amebic Infection of the Eye, Severe Nearsightedness, Krukenberg Spindle in Eye, herpes zoster ophthalmicus, herpes simplex dendritic keratitis, Tuberculosis of the Eye, Diabetes, Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency, Anemia from Pyruvate Kinase and G6PD Deficiencies, Porphyria","This medication may temporarily sting or burn your eyes for a minute or two when applied. Blurred  vision , sensitivity to light, eye discomfort,  dry eyes , tearing,  itching , or redness may occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",STATINS-HMG-COA REDUCTASE INHIBITORS,15  User Reviews        ,"Fluvastatin  is used along with a proper diet to help lower ""bad""  cholesterol  and fats (such as  LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood . It belongs to a group of drugs known as "" statins ."" It works by reducing the amount of  cholesterol  made by the  liver . Lowering ""bad"" cholesterol and  triglycerides  and raising ""good"" cholesterol decreases the risk of  heart disease  and helps prevent strokes and  heart attacks .",Lescol oral, label,"Uncontrolled Epilepsy, Metabolic Syndrome X, Muscle Damage Due to Auotimmunity, Stroke caused by Bleeding in the Brain, Severely Low Blood Pressure, Liver Problems, Severe Renal Impairment, Serious Muscle Damage that may Lead to Kidney Failure, Recent Operation, Loss of Memory, High Blood Sugar, Abnormal Liver Function Tests, Injury, Pregnancy, A Mother who is Producing Milk and Breastfeeding, Muscle Pain or Tenderness with Increase Creatine Kinase, Habit of Drinking Too Much Alcohol","Stomach  upset may occur. If this effect persists or worsens, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"The effects of some drugs can change if you take other drugs or herbal products at the same time. This can increase your risk for serious side effects or may cause your medications not to work correctly. These drug interactions are possible, but do not always occur. Your doctor or pharmacist can often prevent or manage interactions by changing how you use your medications or by close monitoring.","ASPARTIC ACID  PHENYLALANINE  (DO NOT USE, NOT SCREENED) ASPARTAME  ANION EXCHANGE RESINS",18  User Reviews        ,Cholestyramine  is used along with a proper diet to  lower cholesterol  in the  blood .  Lowering cholesterol  helps decrease the risk for strokes and  heart attacks .,Questran Light oral, label,"Hemorrhoids, Incomplete or Infrequent Bowel Movements, Gallstones, Complete Blockage Of A Bile Duct, Kidney Disease, Decreased Blood Volume, PKU - Phenylketonuria, Blood Clotting Disorder","Constipation ,  stomach / abdominal pain , gas,  nausea , and  vomiting  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.", ,7  User Reviews        ,This  medication  is used to treat  eye  infections.  Tobramycin  belongs to a class of drugs called aminoglycoside  antibiotics . It works by stopping the growth of bacteria.,Tobrex ophthalmic, label,AMINOGLYCOSIDES,"Tearing, eye redness, eye discomfort, or eyelid  itching /swelling may occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",STATINS-HMG-COA REDUCTASE INHIBITORS,19  User Reviews        ,"Fluvastatin  is used along with a proper diet to help lower ""bad""  cholesterol  and fats (such as  LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood . It belongs to a group of drugs known as "" statins ."" It works by reducing the amount of  cholesterol  made by the  liver . Lowering ""bad"" cholesterol and  triglycerides  and raising ""good"" cholesterol decreases the risk of  heart disease  and helps prevent strokes and  heart attacks .",Lescol XL oral, label,"Uncontrolled Epilepsy, Metabolic Syndrome X, Muscle Damage Due to Auotimmunity, Stroke caused by Bleeding in the Brain, Severely Low Blood Pressure, Liver Problems, Severe Renal Impairment, Serious Muscle Damage that may Lead to Kidney Failure, Recent Operation, Loss of Memory, High Blood Sugar, Abnormal Liver Function Tests, Injury, Pregnancy, A Mother who is Producing Milk and Breastfeeding, Muscle Pain or Tenderness with Increase Creatine Kinase, Habit of Drinking Too Much Alcohol","Stomach  upset may occur. If this effect persists or worsens, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.",SULFA (SULFONAMIDE ANTIBIOTICS),7  User Reviews        ,This  medication  is used to treat bacterial  eye  infections (such as  conjunctivitis ). It belongs to a class of drugs known as sulfa  antibiotics . Sulfacetamide works by stopping the growth of bacteria.,Bleph-10 ophthalmic, label,"Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency, Anemia from Pyruvate Kinase and G6PD Deficiencies, Porphyria","Eye stinging/burning/redness and temporary blurred  vision  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.", ,8  User Reviews        ,This  medication  is used to treat  eye  infections.  Ciprofloxacin  belongs to a class of drugs called quinolone  antibiotics . It works by stopping the growth of bacteria.,Ciloxan ophthalmic, label,QUINOLONES,"This medication may temporarily sting or burn your eyes for a minute or two when applied. Eye discomfort,  itching , redness, tearing, eyelid crusting, feeling as if something is in your eye, blurred  vision , a bad taste in your  mouth , or sensitivity to light may occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.", ,13  User Reviews        ,"This  medication  is used to treat  bacterial infections  (such as  blepharitis ,  conjunctivitis ) of the  eye  and the  skin  around the  eyes  (such as eyelids). It is also used to prevent infection after  eye  injury or surgery. It belongs to a class of drugs known as aminoglycoside  antibiotics .  Gentamicin  works by killing the bacteria.",Gentak ophthalmic, label,AMINOGLYCOSIDES,"Eye stinging/burning/redness or temporary blurred  vision  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",STATINS-HMG-COA REDUCTASE INHIBITORS,25  User Reviews        ,"This combination  medication  is used along with a proper diet to help lower ""bad""  cholesterol  and fats (such as  LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood .  Ezetimibe  works by reducing the amount of  cholesterol  your body absorbs from your diet.  Simvastatin  belongs to a group of drugs known as "" statins ."" It works by reducing the amount of cholesterol made by the  liver .",Vytorin 10-10 oral, label,"Metabolic Syndrome X, Muscle Problems related to Drug and SLCO1B1 Gene Variant, SLCO1B1 Polymorphism Affecting OATP1B1 Transporter Function, Muscle Damage Due to Auotimmunity, Stroke caused by Bleeding in the Brain, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Serious Muscle Damage that may Lead to Kidney Failure, Recent Operation, Loss of Memory, High Blood Sugar, Abnormal Liver Function Tests, Pregnancy, A Mother who is Producing Milk and Breastfeeding, Muscle Pain or Tenderness with Increase Creatine Kinase, Habit of Drinking Too Much Alcohol",Remember that your doctor has prescribed this medication because he or she has judged that the benefit to you is greater than the risk of side effects. Many people using this medication do not have serious side effects.,High cholesterol (Hypercholesterolemia)
 rx,"The effects of some drugs can change if you take other drugs or herbal products at the same time. This can increase your risk for serious side effects or may cause your medications not to work correctly. These drug interactions are possible, but do not always occur. Your doctor or pharmacist can often prevent or manage interactions by changing how you use your medications or by close monitoring.","ANION EXCHANGE RESINS  (DO NOT USE, NOT SCREENED) DEXTROSE",26  User Reviews        ,Cholestyramine  is used along with a proper diet to  lower cholesterol  in the  blood .  Lowering cholesterol  helps decrease the risk for strokes and  heart attacks .,cholestyramine (with sugar) oral, label,"Hemorrhoids, Incomplete or Infrequent Bowel Movements, Gallstones, Complete Blockage Of A Bile Duct, Kidney Disease, Decreased Blood Volume, Blood Clotting Disorder","Constipation ,  stomach / abdominal pain , gas,  nausea , and  vomiting  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",STATINS-HMG-COA REDUCTASE INHIBITORS,30  User Reviews        ,"This combination  medication  is used along with a proper diet to help lower ""bad""  cholesterol  and fats (such as  LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood .  Ezetimibe  works by reducing the amount of  cholesterol  your body absorbs from your diet.  Simvastatin  belongs to a group of drugs known as "" statins ."" It works by reducing the amount of cholesterol made by the  liver .",Vytorin 10-80 oral, label,"Metabolic Syndrome X, Muscle Problems related to Drug and SLCO1B1 Gene Variant, SLCO1B1 Polymorphism Affecting OATP1B1 Transporter Function, Muscle Damage Due to Auotimmunity, Stroke caused by Bleeding in the Brain, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Serious Muscle Damage that may Lead to Kidney Failure, Recent Operation, Loss of Memory, High Blood Sugar, Abnormal Liver Function Tests, Pregnancy, A Mother who is Producing Milk and Breastfeeding, Muscle Pain or Tenderness with Increase Creatine Kinase, Habit of Drinking Too Much Alcohol",Remember that your doctor has prescribed this medication because he or she has judged that the benefit to you is greater than the risk of side effects. Many people using this medication do not have serious side effects.,High cholesterol (Hypercholesterolemia)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",OXYBENZONE(BENZOPHENONE 3)  FIBRATE ANTI-LIPIDEMICS,31  User Reviews        ,"Fenofibrate  is used along with a proper diet to help lower ""bad""  cholesterol  and fats (such as  LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood . It works by increasing the natural substance (enzyme) that breaks down fats in the  blood . Fenofibrate belongs to a group of drugs known as ""fibrates."" Lowering  triglycerides  in people with very high  triglyceride  blood levels may decrease the risk of  pancreas  disease ( pancreatitis ). However, fenofibrate might not lower your risk of a  heart attack  or  stroke . Talk to your doctor about the risks and benefits of fenofibrate.",Antara oral, label,"Muscle Problems, Obstruction of a Blood Vessel by a Blood Clot, Liver Problems, Disease of the Gallbladder, Acute Inflammation of the Pancreas, End-Stage Renal Disease, Severe Renal Impairment, Mild to Moderate Kidney Impairment, Serious Muscle Damage that may Lead to Kidney Failure, Muscle Inflammation, Abnormal Liver Function Tests, A Mother who is Producing Milk and Breastfeeding, Rare Progressive Liver Disease - Primary Biliary Cirrhosis, Anemia, Decreased Blood Platelets, Deficiency of Granulocytes a Type of White Blood Cell, Decreased White Blood Cells",Remember that your doctor has prescribed this medication because he or she has judged that the benefit to you is greater than the risk of side effects. Many people using this medication do not have serious side effects.,High cholesterol (Hypercholesterolemia)
 rx,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.",SULFA (SULFONAMIDE ANTIBIOTICS),20  User Reviews        ,This  medication  is used to treat bacterial  eye  infections (such as  conjunctivitis ). It belongs to a class of drugs known as sulfa  antibiotics . Sulfacetamide works by stopping the growth of bacteria.,sulfacetamide sodium ophthalmic, label,"Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency, Anemia from Pyruvate Kinase and G6PD Deficiencies, Porphyria","Eye stinging/burning/redness and temporary blurred  vision  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.", ,21  User Reviews        ,This  medication  is used to treat  eye  infections.  Tobramycin  belongs to a class of drugs called aminoglycoside  antibiotics . It works by stopping the growth of bacteria.,tobramycin ophthalmic, label,AMINOGLYCOSIDES,"Tearing, eye redness, eye discomfort, or eyelid  itching /swelling may occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.", ,32  User Reviews        ,"This  medication  is used to treat  bacterial infections  (such as  blepharitis ,  conjunctivitis ) of the  eye  and the  skin  around the  eyes  (such as eyelids). It is also used to prevent infection after  eye  injury or surgery. It belongs to a class of drugs known as aminoglycoside  antibiotics .  Gentamicin  works by killing the bacteria.",gentamicin ophthalmic, label,AMINOGLYCOSIDES,"Eye stinging/burning/redness or temporary blurred  vision  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.", ,33  User Reviews        ,This  medication  is used to treat  eye  infections.  Ciprofloxacin  belongs to a class of drugs called quinolone  antibiotics . It works by stopping the growth of bacteria.,ciprofloxacin ophthalmic, label,QUINOLONES,"This medication may temporarily sting or burn your eyes for a minute or two when applied. Eye discomfort,  itching , redness, tearing, eyelid crusting, feeling as if something is in your eye, blurred  vision , a bad taste in your  mouth , or sensitivity to light may occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",STATINS-HMG-COA REDUCTASE INHIBITORS,33  User Reviews        ,"Rosuvastatin  is used along with a proper diet to help lower ""bad""  cholesterol  and fats (such as  LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood . It belongs to a group of drugs known as "" statins ."" It works by reducing the amount of  cholesterol  made by the  liver . Lowering ""bad"" cholesterol and  triglycerides  and raising ""good"" cholesterol decreases the risk of  heart disease  and helps to prevent strokes and  heart attacks .",rosuvastatin oral, label,"Metabolic Syndrome X, Muscle Damage Due to Auotimmunity, Stroke caused by Bleeding in the Brain, Liver Failure, Liver Problems, Severe Renal Impairment, Bloody Urine, Serious Muscle Damage that may Lead to Kidney Failure, Recent Operation, Loss of Memory, High Blood Sugar, Elevation of Proteins in the Urine, Abnormal Liver Function Tests, Injury, Pregnancy, A Mother who is Producing Milk and Breastfeeding, Untreated Decreased Level of Thyroid Hormones, Extreme Loss of Body Water, Muscle Pain or Tenderness with Increase Creatine Kinase, Habit of Drinking Too Much Alcohol",Remember that your doctor has prescribed this medication because he or she has judged that the benefit to you is greater than the risk of side effects. Many people using this medication do not have serious side effects.,High cholesterol (Hypercholesterolemia)
 otc,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES,41  User Reviews        ,"Niacin  ( nicotinic acid ) is used to prevent and treat  niacin deficiency  (pellagra). Niacin deficiency may result from certain medical conditions (such as  alcohol abuse ,  malabsorption syndrome ,  Hartnup disease ), poor diet, or long-term use of certain  medications  (such as  isoniazid ).",Slo-Niacin oral, label,"Recent Heart Attack, Abnormally Low Blood Pressure, Bleeding from an Artery, Ulcer from Stomach Acid, Liver Problems, High Blood Sugar, Abnormal Liver Function Tests, Diabetes, Gout, Low Amount of Phosphate in the Blood, Blood Clotting Disorder, Habit of Drinking Too Much Alcohol","Flushing/warmth in the face and neck,  headache ,  itching , burning,  sweating , chills, or tingling may occur within 20 minutes to 4 hours of taking this medication. Flushing may persist for a few hours. These effects should improve or go away as your body adjusts to the medication.  Stomach  upset,  heartburn , nausea,  vomiting , and diarrhea may also occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"The effects of some drugs can change if you take other drugs or herbal products at the same time. This can increase your risk for serious side effects or may cause your medications not to work correctly. These drug interactions are possible, but do not always occur. Your doctor or pharmacist can often prevent or manage interactions by changing how you use your medications or by close monitoring.","ASPARTIC ACID  PHENYLALANINE  (DO NOT USE, NOT SCREENED) ASPARTAME  ANION EXCHANGE RESINS",44  User Reviews        ,Cholestyramine  is used along with a proper diet to  lower cholesterol  in the  blood .  Lowering cholesterol  helps decrease the risk for strokes and  heart attacks .,Prevalite oral, label,"Hemorrhoids, Incomplete or Infrequent Bowel Movements, Gallstones, Complete Blockage Of A Bile Duct, Kidney Disease, Decreased Blood Volume, PKU - Phenylketonuria, Blood Clotting Disorder","Constipation ,  stomach / abdominal pain , gas,  nausea , and  vomiting  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"The effects of some drugs can change if you take other drugs or herbal products at the same time. This can increase your risk for serious side effects or may cause your medications not to work correctly. These drug interactions are possible, but do not always occur. Your doctor or pharmacist can often prevent or manage interactions by changing how you use your medications or by close monitoring.","ASPARTIC ACID  PHENYLALANINE  (DO NOT USE, NOT SCREENED) ASPARTAME  ANION EXCHANGE RESINS",51  User Reviews        ,Cholestyramine  is used along with a proper diet to  lower cholesterol  in the  blood .  Lowering cholesterol  helps decrease the risk for strokes and  heart attacks .,Cholestyramine Light oral, label,"Hemorrhoids, Incomplete or Infrequent Bowel Movements, Gallstones, Complete Blockage Of A Bile Duct, Kidney Disease, Decreased Blood Volume, PKU - Phenylketonuria, Blood Clotting Disorder","Constipation ,  stomach / abdominal pain , gas,  nausea , and  vomiting  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"The effects of some drugs can change if you take other drugs or herbal products at the same time. This can increase your risk for serious side effects or may cause your medications not to work correctly. These drug interactions are possible, but do not always occur. Your doctor or pharmacist can often prevent or manage interactions by changing how you use your medications or by close monitoring.","ANION EXCHANGE RESINS  (DO NOT USE, NOT SCREENED) DEXTROSE",62  User Reviews        ,Cholestyramine  is used along with a proper diet to  lower cholesterol  in the  blood .  Lowering cholesterol  helps decrease the risk for strokes and  heart attacks .,Questran oral, label,"Hemorrhoids, Incomplete or Infrequent Bowel Movements, Gallstones, Complete Blockage Of A Bile Duct, Kidney Disease, Decreased Blood Volume, Blood Clotting Disorder","Constipation ,  stomach / abdominal pain , gas,  nausea , and  vomiting  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"The effects of some drugs can change if you take other drugs or herbal products at the same time. This can increase your risk for serious side effects or may cause your medications not to work correctly. These  drug interactions  are possible, but do not always occur. Your doctor or pharmacist can often prevent or manage interactions by changing how you use your medications or by close monitoring.",ANION EXCHANGE RESINS,27  User Reviews        ,Colestipol  is used along with a proper diet to  lower cholesterol  in the  blood .  Lowering cholesterol  helps decrease the risk for strokes and  heart attacks .,Colestid oral, label,"Hyperchloremic Acidosis, Incomplete or Infrequent Bowel Movements, Gallstones","Constipation ,  stomach / abdominal pain , gas,  nausea , and  vomiting  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rxotc,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES,46  User Reviews        ,"Niacin  is used with a proper  diet and exercise  program to help lower ""bad""  cholesterol  and fats ( LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood . It is generally used after non-drug treatments have not been fully successful at  lowering cholesterol .  Niacin  is also known as vitamin B-3 ( nicotinic acid ), one of the B-complex  vitamins . It may be used with or without other  medications . Lowering ""bad"" cholesterol/ triglycerides  and raising ""good"" cholesterol helps prevent strokes and  heart attacks . Lowering fats may also help reduce the risk of  pancreas  problems ( pancreatitis ) in people at risk.",niacin oral, label,"Recent Heart Attack, Abnormally Low Blood Pressure, Bleeding from an Artery, Ulcer from Stomach Acid, Liver Problems, High Blood Sugar, Abnormal Liver Function Tests, Diabetes, Gout, Low Amount of Phosphate in the Blood, Blood Clotting Disorder, Habit of Drinking Too Much Alcohol","Flushing of the face and neck along with warmth,  headache ,  itching , burning,  sweating , chills, or tingling may occur within 20 minutes of taking this medication. Flushing may persist for a few hours after use. These effects should improve or go away as your body adjusts to the medication.  Dizziness ,  stomach  upset,  heartburn , nausea,  vomiting , and  diarrhea  may also occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"The effects of some drugs can change if you take other drugs or herbal products at the same time. This can increase your risk for serious side effects or may cause your medications not to work correctly. These  drug interactions  are possible, but do not always occur. Your doctor or pharmacist can often prevent or manage interactions by changing how you use your medications or by close monitoring.",ANION EXCHANGE RESINS,51  User Reviews        ,Colestipol  is used along with a proper diet to  lower cholesterol  in the  blood .  Lowering cholesterol  helps decrease the risk for strokes and  heart attacks .,colestipol oral, label,"Hyperchloremic Acidosis, Incomplete or Infrequent Bowel Movements, Gallstones","Constipation ,  stomach / abdominal pain , gas,  nausea , and  vomiting  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
