Type,Interactions,Allergies,Review,Use,Drug,Indication,AvoidUse,Sides,Condition
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",ANTIHISTAMINES  ANTIHISTAMINES - PIPERAZINE,Be the first to review it,Consult your pharmacist.,Ahist (chlorcyclizine) oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland",Consult your pharmacist.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"If you are taking this product under your doctor's direction, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat  cough , stuffy nose, body aches, and other symptoms (e.g., fever,  headache ,  sore throat ) caused by the  common cold ,  flu , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough.  Decongestants  help to relieve stuffy nose symptoms. This product also contains acetaminophen, a non- aspirin  pain reliever and fever reducer.",Multi-Symptom Cold Daytime oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Shock, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Runny Nose
 otc,"Taking MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking MAO inhibitors (isocarboxazid, linezolid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, tranylcypromine) during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",ANTIHISTAMINES  ANTIHISTAMINES - PIPERIDINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"Loratadine  is an  antihistamine  which provides relief of  seasonal allergy  symptoms such as watery and  itching   eyes ,  runny nose , and  sneezing .  Pseudoephedrine  is a  decongestant  which helps relieve a stuffy nose, promotes  sinus  draining, and improves breathing.",AllerClear D-12hr oral, label,"closed angle glaucoma, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Liver Failure, Liver Problems, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland, Diabetes, Moderate to Severe Kidney Impairment",", mild   upset,  ,  ,  , nervousness, loss of appetite, or thirst may occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",ANTIHISTAMINES  ANTIHISTAMINES - PIPERAZINE,Be the first to review it,Consult your pharmacist.,chlorcyclizine oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland",Consult your pharmacist.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"If you are taking this product under your doctor's direction, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU   ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE,Be the first to review it,"This combination medication is used to temporarily treat symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain , reducing the urge to  cough . Acetaminophen (APAP) is a non- aspirin  pain reliever and fever reducer.  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Coricidin HBP Cold-Multi Symptom oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Acute Liver Failure, Liver Problems, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition",See also Warning section.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.",SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES   ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE,Be the first to review it,"This combination  medication  is used to temporarily relieve symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .  Decongestants  help to relieve stuffy nose and ear congestion symptoms.",Entre-Hist PSE oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Stenosing Peptic Ulcer, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland, Diabetes","Drowsiness,  ,  /nose/throat,  ,  ,  , or   may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE  SALICYLATES  NSAIDS (NON-STEROIDAL ANTI-INFLAMMATORY DRUG)   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,Consult your pharmacist.,chlorpheniramine-phenylephrine-ibuprofen oral, label,"Tobacco Smoking, Chronic Obstructive Lung Disease, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, Increased Cardiovascular Event Risk, Time Immediately after Coronary Bypass Surgery, Acute Thromboembolic Stroke, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Stroke, Severe Hardening of the Arteries, Blood Clot in an Artery, Blood Clot, Stenosing Peptic Ulcer, Stomach or Intestinal Ulcer, Stomach or Intestine Blockage, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Bleeding of the Stomach or Intestines, Kidney Disease, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Pregnancy, systemic mastocytosis, overactive thyroid gland, Acidosis, A Rupture in the Wall of the Stomach or Intestine, Blood Clotting Disorder, Increased Risk of Bleeding, Habit of Drinking Too Much Alcohol",Consult your pharmacist.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"If you are taking this product under your doctor's direction, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU   ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE,Be the first to review it,"This combination medication is used to temporarily treat symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain , reducing the urge to  cough . Acetaminophen (APAP) is a non- aspirin  pain reliever and fever reducer.  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Contac Cold-Flu Night oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Acute Liver Failure, Liver Problems, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition",See also Warning section.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"If you are taking this product under your doctor's direction, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   DEXTROMETHORPHAN ANALOGU   ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE,Be the first to review it,"This combination medication is used to temporarily treat symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain , reducing the urge to  cough . Acetaminophen (APAP) is a non- aspirin  pain reliever and fever reducer.  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Nite-Time Cold-Flu oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Acute Liver Failure, Liver Problems, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, systemic mastocytosis, overactive thyroid gland, Poor Nutrition",See also Warning section.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE   DEXTROMETHORPHAN ANALOGU   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to treat symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to  cough .  Decongestants  help relieve stuffy nose symptoms.  Antihistamines  relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Supress A oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, systemic mastocytosis, overactive thyroid gland, Acidosis","Drowsiness,  ,  , blurred  ,  ,  ,  , or  /nose/throat may occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"If you are taking this medication under your doctor's direction, your doctor or pharmacist may already be aware of any possible drug interactions and may be monitoring you for them. Do not start, stop, or change the dosage of any medicine before checking with your doctor or pharmacist first.",ACETAMINOPHEN   ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE,Be the first to review it,"This combination product contains 2 medications, acetaminophen and an  antihistamine . Acetaminophen helps to reduce fever and/or mild to moderate pain (such as  headache , backache, aches/pains due to  muscle strain , cold, or  flu ). The antihistamine in this product may cause drowsiness, and therefore it can also be used as a nighttime  sleep  aid.  Antihistamines  can also be used to help relieve  allergy  or  cold symptoms  such as watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Pain Relief PM Rapid Release oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Acute Liver Failure, Liver Problems, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, overactive thyroid gland, Poor Nutrition",See also Warning section.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.",SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES   ANTIHISTAMINES  ANTIHISTAMINES - ETHYLENEDIAMINE,Be the first to review it,"This combination  medication  is used to temporarily relieve symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .  Decongestants  help to relieve stuffy nose and ear congestion symptoms.",Nasopen PE oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, overactive thyroid gland, Acidosis","Drowsiness,  ,  /nose/throat,  ,  ,  , or   may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",CAMPHOR  MENTHOL CONTAIN PROD,Be the first to review it,Consult your pharmacist.,Camphotrex topical, label,Burn,Consult your pharmacist.,Minor Musculoskeletal Injury
 otc,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",ACETAMINOPHEN   ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Decongestants  help relieve stuffy nose,  sinus , and ear congestion symptoms. Acetaminophen (APAP) is a non- aspirin  pain reliever and fever reducer.  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Allergy Relief(chlorpheniramine-acetaminophen) oral, label,"Chronic Obstructive Lung Disease, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Stomach or Intestine Blockage, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",CAPSICUM  MENTHOL CONTAIN PROD  SALICYLATES  NSAIDS (NON-STEROIDAL ANTI-INFLAMMATORY DRUG),Be the first to review it,Consult your pharmacist.,VitaCin topical, label,"Increased Cardiovascular Event Risk, Disease of the Heart and Blood Vessels, Thrombotic Thrombocytopenic Purpura, Presence of Polyps in the Nose, Condition in which Stomach Acid is Pushed Into the Esophagus, Stomach or Intestinal Ulcer, Burning Stomach, Liver Problems, Severe Liver Disease, Bleeding of the Stomach or Intestines, Kidney Disease, Burn, Pregnancy, thyrotoxicosis, Diabetes, Inadequate Vitamin K, Anemia from Pyruvate Kinase and G6PD Deficiencies, Water Retention, Anemia, Hemophilia, Decrease in the Blood-Clotting Protein Prothrombin, Blood Clotting Disorder",Consult your pharmacist.,Minor Musculoskeletal Injury
 otc,"Some products that may interact with this drug include: antihistamines applied to the skin (such as diphenhydramine cream, ointment, spray).",ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE,Be the first to review it,"Clemastine  is an  antihistamine  used to relieve symptoms of  allergy ,  hay fever , and the  common cold . These symptoms include  rash , watery  eyes , itchy  eyes /nose/throat/ skin ,  cough ,  runny nose , and  sneezing . This  medication  works by blocking a certain natural substance ( histamine ) that your body makes during an  allergic reaction . By blocking another natural substance made by your body (acetylcholine), it helps dry up some body fluids to relieve symptoms such as watery  eyes  and runny nose.",Allergy Relief (clemastine) oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland","Drowsiness,  ,  ,  ,   upset, blurred  , trouble walking/clumsiness, or  /nose/throat may occur. These effects may decrease as your body adjusts to the medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",MENTHOL CONTAIN PROD,Be the first to review it,Consult your pharmacist.,Icy Hot Patch topical, label,Burn,Consult your pharmacist.,Minor Musculoskeletal Injury
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",SALICYLATES  NSAIDS (NON-STEROIDAL ANTI-INFLAMMATORY DRUG),Be the first to review it,Consult your pharmacist.,Neuro Max topical, label,"Increased Cardiovascular Event Risk, Disease of the Heart and Blood Vessels, Thrombotic Thrombocytopenic Purpura, Presence of Polyps in the Nose, Condition in which Stomach Acid is Pushed Into the Esophagus, Stomach or Intestinal Ulcer, Burning Stomach, Liver Problems, Severe Liver Disease, Bleeding of the Stomach or Intestines, Kidney Disease, Burn, Pregnancy, thyrotoxicosis, Diabetes, Inadequate Vitamin K, Anemia from Pyruvate Kinase and G6PD Deficiencies, Water Retention, Anemia, Hemophilia, Decrease in the Blood-Clotting Protein Prothrombin, Blood Clotting Disorder",Consult your pharmacist.,Minor Musculoskeletal Injury
 otc,"Taking MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking MAO inhibitors (isocarboxazid, linezolid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, tranylcypromine) during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",ANTIHISTAMINES  ANTIHISTAMINES - PIPERIDINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"Loratadine  is an  antihistamine  which provides relief of  seasonal allergy  symptoms such as watery and  itching   eyes ,  runny nose , and  sneezing .  Pseudoephedrine  is a  decongestant  which helps relieve a stuffy nose, promotes  sinus  draining, and improves breathing.",Allergy Relief-D (loratadine) oral, label,"closed angle glaucoma, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Liver Failure, Liver Problems, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland, Diabetes, Moderate to Severe Kidney Impairment",", mild   upset,  ,  ,  , nervousness, loss of appetite, or thirst may occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough , chest congestion, and stuffy nose symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough. This product also contains a  decongestant , which helps relieve stuffy nose symptoms.",Tussin CF Cough-Cold oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Enlarged Prostate, Decreased Oxygen In The Tissues Or Blood, systemic mastocytosis, overactive thyroid gland, Acidosis",",  ,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",MENTHOL CONTAIN PROD,Be the first to review it,Consult your pharmacist.,Ultracin M topical, label,Burn,Consult your pharmacist.,Minor Musculoskeletal Injury
 otc," may change how your medications work or increase your risk for serious side effects. This document does not contain all possible  . Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",ANTIHISTAMINES  ANTIHISTAMINES - PIPERIDINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily relieve symptoms caused by the  common cold ,  flu , or  allergies . It contains 2  medications :  fexofenadine  and  pseudoephedrine . Fexofenadine is an  antihistamine  that helps relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing . Pseudoephedrine is a  decongestant  that helps relieve stuffy nose and ear congestion symptoms.",Allergy Relief-D (fexofenadine) oral, label,"closed angle glaucoma, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Kidney Disease, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland, Diabetes",",  ,  , or   may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.",GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough  and runny/stuffy nose (nasal congestion) caused by infections (such as the  common cold ),  allergies  (such as  hay fever ), and other breathing illnesses. This product is usually not used for ongoing  cough  from  smoking  or long-term  breathing problems  (such as  chronic bronchitis ,  emphysema ) unless directed by your doctor.  Guaifenesin  is an expectorant. It works by thinning and loosening mucus in the airways, clearing congestion, and making breathing easier.  Phenylephrine  is a  decongestant  (sympathomimetic). It reduces nasal congestion by narrowing the  blood  vessels in the nose.",Chest-Sinus Congestion Relief oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Enlarged Prostate, Decreased Oxygen In The Tissues Or Blood, overactive thyroid gland, Acidosis"," or   may occur. If either of these effects persist or worsen, tell your doctor or pharmacist promptly.",Runny Nose
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",CAPSICUM  MENTHOL CONTAIN PROD  SALICYLATES  NSAIDS (NON-STEROIDAL ANTI-INFLAMMATORY DRUG),Be the first to review it,Consult your pharmacist.,Rotex topical, label,"Increased Cardiovascular Event Risk, Disease of the Heart and Blood Vessels, Thrombotic Thrombocytopenic Purpura, Presence of Polyps in the Nose, Condition in which Stomach Acid is Pushed Into the Esophagus, Stomach or Intestinal Ulcer, Burning Stomach, Liver Problems, Severe Liver Disease, Bleeding of the Stomach or Intestines, Kidney Disease, Burn, Pregnancy, thyrotoxicosis, Diabetes, Inadequate Vitamin K, Anemia from Pyruvate Kinase and G6PD Deficiencies, Water Retention, Anemia, Hemophilia, Decrease in the Blood-Clotting Protein Prothrombin, Blood Clotting Disorder",Consult your pharmacist.,Minor Musculoskeletal Injury
 otc,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.",ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily relieve symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .  Decongestants  help to relieve stuffy nose and ear congestion symptoms.",Deltuss DP oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Stenosing Peptic Ulcer, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland, Diabetes","Drowsiness,  ,  /nose/throat,  ,  ,  , or   may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
