Type,HowtoUse,Interactions,URL,Allergies,Review,Use,Drug,Indication,Precautions,AvoidUse,Sides,Condition
 otc,,,,,Be the first to review it,,Q-Tapp DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Valu-Dryl Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Siladryl SA oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Non-Aspirin Flu oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Dimetapp Cold-Congestion oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,Be the first to review it,,Tusnel Pediatric oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Dayhist Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Triaminic Chest and Nasal Congestion oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,brompheniramine-phenylephrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2541  User Reviews        ,,prednisone oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Tusnel-DM Pediatric oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,550  User Reviews        ,,methylprednisolone oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Valu-Dryl Allergy-Sinus-Head oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,299  User Reviews        ,,Kenalog injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Sleeping oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,121  User Reviews        ,,Medrol (Pak) oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Conex oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,117  User Reviews        ,,Medrol oral, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,105  User Reviews        ,,dexamethasone oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Pedia Relief Infant oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,102  User Reviews        ,,Depo-Medrol injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,brompheniramine-phenylephrine-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,67  User Reviews        ,,prednisolone oral, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,59  User Reviews        ,,DexPak 13 Day oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Non-Aspirin PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,42  User Reviews        ,,Solu-Medrol intravenous, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Valu-Dryl oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,39  User Reviews        ,,hydrocortisone oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Diphen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,33  User Reviews        ,,Cortef oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Children's Allergy (diphenhydramine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,24  User Reviews        ,,Deltasone oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Antihist oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,22  User Reviews        ,,triamcinolone acetonide injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Nasal Allergy Symptom Control nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,20  User Reviews        ,,cortisone oral, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,19  User Reviews        ,,methylprednisolone acetate injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Cough Syrup oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,17  User Reviews        ,,Celestone Soluspan injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Allergy Severe oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,16  User Reviews        ,,Prednisone Intensol oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Wal-Tap oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,15  User Reviews        ,,dexamethasone sodium phosphate injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Nasal Decongestant-Antihist oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,14  User Reviews        ,,Orapred ODT oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Phenylhistine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,12  User Reviews        ,,betamethasone acetate and sodium phosphate injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,12 Hour Relief oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,7  User Reviews        ,,Veripred 20 oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Triacting Orange oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,6  User Reviews        ,,Dexamethasone Intensol oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Cold-Flu Relief oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,6  User Reviews        ,,Solu-Medrol (PF) injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Non-Aspirin Child's Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,6  User Reviews        ,,Solu-Medrol (PF) intravenous, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Non-Aspirin Allergy Sinus Pm oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,5  User Reviews        ,,methylprednisolone sodium succ intravenous, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Expectorant Max Strength oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,4  User Reviews        ,,methylprednisolone sodium succ injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Nite-Time oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,4  User Reviews        ,,DexPak 10 day oral, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,4  User Reviews        ,,Rayos oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Children Night Time Cold-Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,3  User Reviews        ,,Solu-Cortef injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Triacting M-Sym Cold/Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,3  User Reviews        ,,prednisolone sodium phosphate oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Children's Cold and Cough (PE) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,3  User Reviews        ,,Pediapred oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Child Multi-Symptom Cold/Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,3  User Reviews        ,,Millipred oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Cough and Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2  User Reviews        ,,hydrocortisone sodium succinate injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Pain Reliever PM Ex-Strength oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2  User Reviews        ,,dexamethasone sodium phosphate (PF) injection, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,2  User Reviews        ,,methylprednisolone sod succ (PF) intravenous, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Non-Aspirin Nightime oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2  User Reviews        ,,DexPak 6 Day oral, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,1  User Reviews        ,,A-Hydrocort injection, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,1  User Reviews        ,,Millipred DP oral, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Non-Aspirin Pain Relief PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,1  User Reviews        ,,methylprednisolone sod succ (PF) injection, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,1  User Reviews        ,,hydrocortisone sod succinate (PF) injection, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,91  User Reviews        ,,acetazolamide oral, label,,,,Altitude Sickness
 otc,,,,,Be the first to review it,,Pain Medicine P.M. oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Solu-Cortef (PF) injection, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,Be the first to review it,,dexamethasone in 0.9 % sodium chloride intravenous, label,,,,Allergic Reaction caused by a Drug
 rx,,,,,22  User Reviews        ,,Diamox Sequels oral, label,,,,Altitude Sickness
 otc,,,,,Be the first to review it,,Headache Relief PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Pro-C-Dure 5 injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Brontuss SF oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Pro-C-Dure 6 injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Headache PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Beta-1 injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Night Time Cold-Flu oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,DoubleDex injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,SudoGest Cold and Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Active Injection Kit D injection, label,,,,Allergic Reaction caused by a Drug
 otc,,,,,Be the first to review it,,Night Time Cold-Flu Relief oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,chlorpheniramine-pseudoeph-ibuprofen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Nite Time Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Cold Relief Plus oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy and Congestion Relief oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Dayhist oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Night Time Cold and Flu Relief oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,dexbrompheniramine-phenylep-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,EndaCof - DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Lortuss DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy 4-Hour oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Relief D12 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Rest Simply Nighttime Sleep oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,dexchlorpheniramine-pseudoephedrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Allergy Relief (loratadine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Nite Time Cold-Flu oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,NightTime Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,TRISPEC PSE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Relief and Nasal Decongestant oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Wal-tap DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Sinus and Allergy (pseudoephedrine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,desloratadine-pseudoephedrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,pheniramine-phenylephrine-acetaminophen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Acta-Tabs PE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Suphedrine PE Cold and Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Maximum Strength Flu oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,diphenhydramine-phenylephrine-acetaminophen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Tusnel New Formula oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Sinus PE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Nite Time Cold-Flu Formula oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Cough-Sore Throat Night oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Tusnel C oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,PE-acetaminophen/doxylamine-PE-acetaminophen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Sinus Daytime-Nightime oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Cold and Cough Elixir oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Pharbedryl oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,lorata-dine D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Dimaphen (PE) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,doxylamine-phenylephrine-acetaminophen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,ciclesonide nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Cold and Cough DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Bronkids oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Chest-Sinus Congestion Relief oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Tussin CF Cough-Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Cold and Allergy (bromphen-PE) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,J-TAN PD oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,diphenhydramine-DM-acetaminophen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Contac Cold-Flu Max Strength oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,triprolidine-phenylephrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Diabetic Tussin Night Time oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,NeoTuss Plus oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Triaminic Cold- Allergy PE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Triaminic Cold and Cough Night Time (PE) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Refenesen PE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Sinus Congestion and Pain Day-Night oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,dexchlorpheniramine-phenylephrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Multi-Symptom Nighttime oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Pharbechlor oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Wal-Flu Night Time oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Wal-Tussin Cough and Cold CF oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,All-Nite Cold-Flu oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Flu and Severe Cold-Nighttime oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,chlorpheniramine-codeine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Wal-Dryl-D Allergy and Sinus oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,brompheniramine-PE-codeine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,brompheniramine-pseudoephed-codeine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's All Day Allergy (cetirizine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Vicks Children's NyQuil Cold and Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Relief-D (cetirizine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,LoHist-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,BroveX PEB DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,pseudoephedrine-chlophedianol-GG oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,dexchlorphen-p-phed-chlophedianol oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,dexchlorpheniramine-phenylephrine-codeine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Childs Triacting Cold and Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Centergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Centergy DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy D-12 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Child Plus Cough and Runny Nose oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Supress-PE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Z-Tuss AC oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,pyrilamine-phenylephrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,TG 10PEH-380GFN oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,AMBI 10PEH-4CPM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,AMBI 10PEH-4CPM-20DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,AMBI 60PSE-4CPM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,AMBI 60PSE-4CPM-20DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Robitussin Long-Acting oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Dimetapp Long-Acting(chlorpheniramine-DM) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl AC 30 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl AC 35 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl AC 40 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl AC 50 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl AC 60 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl AC 80 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Theraflu Cold-Sore Throat (PE) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Sudafed PE Cough and Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Zyrtec Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy (diphenhydramine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Pediacare Multi-Symptom Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Congest-Eze oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Congest-Eze PE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DEC 25 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DEC 30 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DEC 35 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DEC 40 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DEC 50 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DEC 60 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DEC 80 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Sinutrol PE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Aller-Tec oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Wal-Dryl Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Mar-Cof BP oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,chlorpheniramine-phenyleph-aspirin oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Alka-Seltzer Plus Cold (PE) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Biogil oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Bionel oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Bionel Pediatric oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DAC 25 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DAC 30 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DAC 35 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DAC 40 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DAC 50 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DAC 60 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Zodryl DAC 80 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Biobron SF oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,BroveX PEB oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Lortuss EX oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,TL-Hist DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Biodesp DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,dexbrompheniramine-phenylephrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Hist-PSE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Wal-Zyr oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy-Time oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Ed-Chlortan oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Endacon oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Allergy Relief (cetirizine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Bionatuss DXP oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Maxiphen DMX oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,SudoGest Sinus and Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Rydex oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
